   0.00000  -0.00587
   0.01000  -0.00213
   0.02000   0.00631
   0.03000   0.00363
   0.04000  -0.00596
   0.05000  -0.00652
   0.06000   0.00339
   0.07000   0.00955
   0.08000   0.00305
   0.09000  -0.00856
   0.10000  -0.01166
   0.11000  -0.00208
   0.12000   0.01168
   0.13000   0.01746
   0.14000   0.00960
   0.15000  -0.00800
   0.16000  -0.02566
   0.17000  -0.03380
   0.18000  -0.02678
   0.19000  -0.00357
   0.20000   0.03353
   0.21000   0.08087
   0.22000   0.13475
   0.23000   0.19232
   0.24000   0.25133
   0.25000   0.31082
   0.26000   0.36908
   0.27000   0.42735
   0.28000   0.48173
   0.29000   0.53842
   0.30000   0.58612
   0.31000   0.64186
   0.32000   0.68119
   0.33000   0.73390
   0.34000   0.76869
   0.35000   0.80985
   0.36000   0.84791
   0.37000   0.87293
   0.38000   0.90808
   0.39000   0.93171
   0.40000   0.94750
   0.41000   0.97217
   0.42000   0.98454
   0.43000   0.98793
   0.44000   1.00005
   0.45000   1.00448
   0.46000   0.99450
   0.47000   0.98958
   0.48000   0.98765
   0.49000   0.97074
   0.50000   0.94530
   0.51000   0.92771
   0.52000   0.91114
   0.53000   0.87988
   0.54000   0.83826
   0.55000   0.80233
   0.56000   0.77368
   0.57000   0.73824
   0.58000   0.68726
   0.59000   0.62848
   0.60000   0.57569
   0.61000   0.53326
   0.62000   0.49289
   0.63000   0.44266
   0.64000   0.37710
   0.65000   0.30035
   0.66000   0.22232
   0.67000   0.15284
   0.68000   0.09779
   0.69000   0.05842
   0.70000   0.03270
   0.71000   0.01723
   0.72000   0.00855
   0.73000   0.00405
   0.74000   0.00174
   0.75000   0.00089
   0.76000   0.00004
   0.77000   0.00066
   0.78000  -0.00094
   0.79000   0.00168
   0.80000  -0.00257
   0.81000   0.00355
   0.82000  -0.00423
   0.83000   0.00408
   0.84000  -0.00266
   0.85000   0.00003
   0.86000   0.00281
   0.87000  -0.00412
   0.88000   0.00254
   0.89000   0.00127
   0.90000  -0.00419
   0.91000   0.00300
   0.92000   0.00171
   0.93000  -0.00468
   0.94000   0.00158
   0.95000   0.00409
   0.96000  -0.00387
   0.97000  -0.00282
   0.98000   0.00514
   0.99000   0.00198
