   0.00000  -0.00326
   0.01000   0.00478
   0.02000   0.00390
   0.03000  -0.00457
   0.04000  -0.00537
   0.05000   0.00326
   0.06000   0.00724
   0.07000  -0.00002
   0.08000  -0.00804
   0.09000  -0.00530
   0.10000   0.00506
   0.11000   0.01020
   0.12000   0.00361
   0.13000  -0.00807
   0.14000  -0.01299
   0.15000  -0.00587
   0.16000   0.00794
   0.17000   0.01788
   0.18000   0.01617
   0.19000   0.00282
   0.20000  -0.01630
   0.21000  -0.03128
   0.22000  -0.03678
   0.23000  -0.02518
   0.24000  -0.00290
   0.25000   0.03868
   0.26000   0.08011
   0.27000   0.14050
   0.28000   0.18975
   0.29000   0.25521
   0.30000   0.31030
   0.31000   0.36826
   0.32000   0.43053
   0.33000   0.47953
   0.34000   0.53823
   0.35000   0.59097
   0.36000   0.63470
   0.37000   0.68791
   0.38000   0.73168
   0.39000   0.76750
   0.40000   0.81196
   0.41000   0.84802
   0.42000   0.87313
   0.43000   0.90553
   0.44000   0.93511
   0.45000   0.94979
   0.46000   0.96535
   0.47000   0.98650
   0.48000   0.99611
   0.49000   0.99419
   0.50000   0.99723
   0.51000   1.00323
   0.52000   0.99638
   0.53000   0.97800
   0.54000   0.96343
   0.55000   0.95446
   0.56000   0.93710
   0.57000   0.90481
   0.58000   0.86820
   0.59000   0.83889
   0.60000   0.81387
   0.61000   0.78043
   0.62000   0.73223
   0.63000   0.67606
   0.64000   0.62395
   0.65000   0.58136
   0.66000   0.54315
   0.67000   0.49897
   0.68000   0.44122
   0.69000   0.37017
   0.70000   0.29188
   0.71000   0.21653
   0.72000   0.14968
   0.73000   0.09919
   0.74000   0.05889
   0.75000   0.03765
   0.76000   0.01626
   0.77000   0.01408
   0.78000   0.00126
   0.79000   0.00539
   0.80000   0.00015
   0.81000  -0.00101
   0.82000   0.00361
   0.83000  -0.00336
   0.84000   0.00126
   0.85000   0.00205
   0.86000  -0.00384
   0.87000   0.00227
   0.88000   0.00165
   0.89000  -0.00406
   0.90000   0.00194
   0.91000   0.00272
   0.92000  -0.00410
   0.93000  -0.00018
   0.94000   0.00450
   0.95000  -0.00205
   0.96000  -0.00397
   0.97000   0.00354
   0.98000   0.00338
   0.99000  -0.00439
