   0.00000   0.20113
   0.01000   0.14673
   0.02000   0.09609
   0.03000   0.06975
   0.04000   0.05158
   0.05000   0.02645
   0.06000   0.01540
   0.07000   0.00747
   0.08000   0.01135
   0.09000   0.00768
   0.10000  -0.00484
   0.11000  -0.00099
   0.12000   0.00220
   0.13000   0.00473
   0.14000   0.00300
   0.15000  -0.00812
   0.16000  -0.00326
   0.17000   0.00610
   0.18000   0.00352
   0.19000   0.00133
   0.20000  -0.00518
   0.21000  -0.00798
   0.22000   0.00466
   0.23000   0.00899
   0.24000   0.00067
   0.25000  -0.00319
   0.26000  -0.00703
   0.27000  -0.00637
   0.28000   0.00693
   0.29000   0.01191
   0.30000   0.00144
   0.31000  -0.00535
   0.32000  -0.00781
   0.33000  -0.00983
   0.34000   0.00010
   0.35000   0.01451
   0.36000   0.01292
   0.37000   0.00188
   0.38000  -0.00492
   0.39000  -0.01234
   0.40000  -0.01904
   0.41000  -0.00931
   0.42000   0.00927
   0.43000   0.02030
   0.44000   0.01939
   0.45000   0.02159
   0.46000   0.00951
   0.47000  -0.00934
   0.48000  -0.03660
   0.49000  -0.03903
   0.50000  -0.04566
   0.51000  -0.03865
   0.52000  -0.02716
   0.53000   0.00913
   0.54000   0.05381
   0.55000   0.09154
   0.56000   0.14309
   0.57000   0.19724
   0.58000   0.26247
   0.59000   0.31915
   0.60000   0.36575
   0.61000   0.42727
   0.62000   0.48642
   0.63000   0.54301
   0.64000   0.59322
   0.65000   0.63170
   0.66000   0.68364
   0.67000   0.73737
   0.68000   0.77627
   0.69000   0.81252
   0.70000   0.84125
   0.71000   0.87034
   0.72000   0.91140
   0.73000   0.94058
   0.74000   0.95342
   0.75000   0.96698
   0.76000   0.97672
   0.77000   0.98707
   0.78000   1.00615
   0.79000   1.01297
   0.80000   1.00039
   0.81000   0.98754
   0.82000   0.97510
   0.83000   0.95923
   0.84000   0.95148
   0.85000   0.94446
   0.86000   0.91775
   0.87000   0.87804
   0.88000   0.83911
   0.89000   0.79622
   0.90000   0.75086
   0.91000   0.71890
   0.92000   0.69291
   0.93000   0.65667
   0.94000   0.60599
   0.95000   0.55610
   0.96000   0.48982
   0.97000   0.41487
   0.98000   0.32984
   0.99000   0.26819
